點擊上傳或拍攝戶口名簿/居留證,,Click to upload or take a photo of your household certificate/residence certificate.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปทะเบียนบ้าน/ บัตรประจำตัวผู้พำนัก,,,,,,,,,Nhập tải lên hoặc chụp mặt Sổ hộ khẩu / Thẻ cư trú,,,fileVerify.tapUploadAccountBookOrResidentPermit
步驟2 - 文件驗證(2/4),,Step 2-Document Verification (2/4),,ขั้นตอนที่ 2- การตรวจสอบเอกสาร (2/4),,,,,,,,,Bước 2 – Nghiệm chứng giấy tờ (2/4),,,fileVerify.stepHeaderTitle
共1題,,1 question in total,,ทั้งหมด 1 คำถาม,,,,,,,,,Tổng 1 đề,,,"fileVerify.stepHeaderSubtitle,handIdCardVerify.stepHeaderSubtitle,proveIdVerify.stepHeaderSubtitle"
請確保文件內容顯示您的全名、出生日期、證件開立日期,,"Please make sure that your full name, birth date, and ID issuance date are shown in the document.",,โปรดตรวจสอบให้แน่ใจว่าในเอกสารมีข้อมูลดังต่อไปนี้ ชื่อนามสกุล วันเกิด และวันที่ออกบัตรประจำตัวประชน,,,,,,,,,"Vui lòng đảm bảo nội dung văn bản hiển thị họ tên, ngày sinh, ngày cấp giấy tờ của bạn",,,fileVerify.contentTip
合格文件,,Qualified document,,ตัวอย่างเอกสารที่ได้มาตราฐาน,,,,,,,,,Giấy tờ hợp lệ,,,fileVerify.qualifiedFile
"照片清晰
解析度高
證件四角皆有入鏡",,"Clear photos 
High resolution 
The four corners of the ID card are shown in the photo.",,"ภาพคมชัด
 ความละเอียดสูง
 มีมุมบัตรประชาชนทั้ง 4 มุม",,,,,,,,,"Ảnh chụp rõ nét
 Độ phẩn giải cao
 4 góc giấy chứng minh đều trong ống kính",,,fileVerify.qualifiedFileTip
不合格文件,,Unqualified document,,ตัวอย่างเอกสารที่ไม่ได้มาตราฐาน,,,,,,,,,Giấy tờ không hợp lệ,,,fileVerify.failedFile
"照片模糊、反光
解析度過低
證件四角被裁切",,"Blurred and reflective photo 
Low Resolution 
The four corners of the ID document are cut.",,"ภาพเบลอสะท้อนแสง
 ความละเอียดต่ำเกินไป
 มุมทั้งสี่ของเอกสารถูกตัดออก",,,,,,,,,"Ảnh chụp mờ, phản quang
 Độ phân giải quá thấp
 4 góc giấy chứng minh bị cắt ngang",,,fileVerify.failedFileTip
請先上傳手持證件照,,Please upload a photo of your hand-holding the ID card.,,กรุณาอัพโหลดรูปถ่ายหนังสือเดินทางของคุณก่อน,,,,,,,,,Vui lòng tải lên ảnh chứng minh thư cầm tay,,,handIdCardVerify.errorPictureEmpty
完成身份證明上傳,,Uploading the identity documents is completed.,,ทำการอัพโหลดบัตรประจำตัวประชาชนให้เสร็จสิ้น,,,,,,,,,Hoàn thành tải lên giấy tờ chứng minh,,,handIdCardVerify.completeButton
"點擊上傳或拍攝
手持身分證或護照的自拍照",,Click to upload or take a selfie of hand-holding your ID Card or Passport,,"คลิกเพื่ออัปโหลดหรือถ่ายรูป
 บัตรประจำตัวประชาชนหรือหนังสือเดินทาง",,,,,,,,,"Nhấp tải lên hoặc chụp hình
 CMT cầm tay hoặc ảnh tự chụp hộ chiếu",,,handIdCardVerify.tapUpload
"手持證件照自拍上傳時,須符合以下條件",,The following conditions must be met when uploading a selfie of hand-holding your ID card.,,เมื่ออัปโหลดรูปถ่ายบัตรประชาชนต้องเป็นไปตามเงื่อนไขต่อไปนี้,,,,,,,,,"Khi tải lên ảnh tự chụp giấy tờ cầm tay, phải phù hợp các điều kiện sau",,,handIdCardVerify.pictureTipTitle
請保留頭頂至下巴完整輪廓,,Please show the complete outline from the top of your head to your chin.,,โปรดแสดงโครงหน้าที่สมบูรณ์ตั้งแต่หัวจรดคาง,,,,,,,,,Vui lòng giữ nguyên từ đỉnh đầu đến cằm,,,handIdCardVerify.pictureTipContent1
身份證置於臉旁勿遮住臉部,,Place your ID card next to your face and do not cover your face.,,วางบัตรประชาชนไว้ใกล้ใบหน้าและอย่าปิดบังใบหน้า,,,,,,,,,Không được che khuất phần mặt trên CMT,,,handIdCardVerify.pictureTipContent2
手指請勿遮住證件文字,,Do not cover the text on the ID card with your fingers.,,อย่าเอานิ้วปิดข้อความบนบัตรประชาชน,,,,,,,,,Không được để ngón tay che khuất chữ trên CMT,,,handIdCardVerify.pictureTipContent3
步驟4 - 證明身份(4/4),,Step 4-Identity Proofing (4/4),,ขั้นตอนที่ 4- การพิสูจน์ตัวตน (4/4),,,,,,,,,Bước 4 – Chứng minh danh tính (4/4),,,handIdCardVerify.stepHeaderTitle
請先上傳信件照片,,Please upload photos of your letters.,,กรุณาอัพโหลดรูปถ่ายจดหมายของคุณ,,,,,,,,,Vui lòng tải lên ảnh thư,,,proveIdVerify.errorLetterEmpty
請先上傳帳單照片,,Please upload photos of your bills.,,กรุณาอัพโหลดรูปถ่ายใบเรียกเก็บเงินของคุณ,,,,,,,,,Vui lòng tải lên ảnh hóa đơn,,,proveIdVerify.errorBillEmpty
信件,,Letter,,จดหมาย,,,,,,,,,Thư,,,proveIdVerify.letterTypeTitle
帳單,,Bill,,ใบเรียกเก็บเงิน,,,,,,,,,Hóa đơn,,,proveIdVerify.billTypeTitle
證明身份,,Identity Proofing,,พิสูจน์ตัวตน,,,,,,,,,Chứng minh danh tính,,,proveIdVerify.typeSelectTitle
點擊上傳或拍攝信件,,Click to upload or take a photo of your letter.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปจดหมายของคุณ,,,,,,,,,Nhấp tải lên hoặc chụp thư,,,proveIdVerify.uploadLetterTitle
點擊上傳或拍攝帳單,,Click to upload or take a photo of your bill.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปใบเรียกเก็บเงินของคุณ,,,,,,,,,Nhấp tải lên hoặc chụp hóa đơn,,,proveIdVerify.uploadBillTitle
步驟3 - 證明身份(3/4),,Step 3-Identity Proofing (3/4),,ขั้นตอนที่ 3- การพิสูจน์ตัวตน (3/4),,,,,,,,,Bước 3 – Chưng minh danh tính (3/4),,,proveIdVerify.stepHeaderTitle
重新上傳,,Re-upload,,อัพโหลดใหม่,,,,,,,,,Tải lên lại,,,imagePicker.reUpload
加入照片,,Add Photos,,เพิ่มรูปภาพ,,,,,,,,,Thêm ảnh,,,imagePicker.sheet.title
拍照,,Take photos,,ถ่ายภาพ,,,,,,,,,Chụp ảnh,,,imagePicker.sheet.camera
從相簿中選取,,Select from photo album,,เลือกจากอัลบั้มรูป,,,,,,,,,Chọn từ trong bộ ảnh,,,imagePicker.sheet.gallery
去入金,,Deposit Now,,ไปฝากเงิน,,,,,,,,,Đi nhập tiền,,,futuresMarket.toDeposit
身份驗證,,Identity Verification,,การยืนยันตัวตน,,,,,,,,,Nghiệm chứng danh tính,,,identifyVerification.appBarTitle
上傳送審資料成功,,Documents for Review Uploaded and Submitted Successfully,,อัปโหลดและส่งเอกสารเรียบร้อยแล้ว,,,,,,,,,Tải lên thông tin gửi đi thẩm hạch thành công,,,identifyVerification.uploadSuccess
"證明身份流程完成, 恭喜獲得
{award}",,The process of Identity Proofing is completed. Congratulations on receiving {award} ,,กระบวนการพิสูจน์ตัวตนเสร็จสมบูรณ์ ขอแสดงความยินดีที่ได้รับ {award},,,,,,,,,"Hoàn thành quy trình chứng minh danh tính, chúc mừng có được
 {award}",,,identifyVerificationResult.title
將會需要 1-5 個工作天，確認驗證完畢，您就可以入金，享受交易了,,"It will take 1-5 working days. After the verification is completed, you can deposit funds and enjoy the transaction.",,จะใช้เวลา 1-5 วันทำการ หลังจากการตรวจสอบเสร็จสิ้น คุณจะสามารถฝากเงินและเพลิดเพลินกับการทำธุรกรรมได้,,,,,,,,,"Sẽ cần 1-5 ngày làm việc, xác nhận hoàn thành nghiệm chứng, bạn có thể nhập tiền, hưởng thụ giao dịch",,,identifyVerificationResult.content
回首頁,,Return to Homepage,,กลับสู่หน้าแรก,,,,,,,,,Trở về trang chủ,,,identifyVerificationResult.backToHome
(已讀),,(Read),,(อ่านแล้ว),,,,,,,,,(Đã đọc),,,messageNotify.haveRead
輸入搜索條件,,Enter search criteria,,ป้อนเกณฑ์การค้นหา,,,,,,,,,Nhập điều kiện tìm kiém,,,qaSearch.searchHint
搜索結果,,Search Results,,ผลการค้นหา,,,,,,,,,Kết quả tìm kiếm,,,qaSearch.searchResult
請輸入搜索條件,,Please enter search criteria.,,โปรดป้อนเกณฑ์การค้นหา,,,,,,,,,Vui lòng nhập điều kiện tìm kiếm,,,qaSearch.searchTextEmptyTip
搜索無資料,,No information in search results,,ไม่มีข้อมูลในผลการค้นหา,,,,,,,,,Không tìm thấy thông tin,,,qaSearch.searchResultEmptyTip
用戶協議,,User Agreement,,ข้อตกลงการใช้,,,,,,,,,Thỏa thuận người sử dụng,,,userProtocol.appBarTitle
今日不再通知,,No more notifications today,,ไม่มีการแจ้งเตือนอีกนับต่อจากนี้,,,,,,,,,Hôm nay không thông báo thêm,,,marginLevelWarningPopup.todayNoNotify
保證金比例,,Margin ratio,,อัตราส่วนมาร์จิ้น,,,,,,,,,Tỷ lệ tiền bảo lãnh,,,marginLevelWarningPopup.marginLevel
保證金比例風險過高,,Margin ratio at high risk,,อัตรามาร์จิ้นที่มีความเสี่ยงสูง,,,,,,,,,Rủi ro tỷ lệ tiền bảo lãnh quá cao,,,marginLevelWarningPopup.warningReason
暫不更新,,Not updated for the moment,,ยังไม่อัพเดท,,,,,,,,,Tạm thời không cập nhật,,,updateVersionPopup.ignoreThisTime
全面更新,,Fully Updated,,อัพเดทใหม่,,,,,,,,,Cập nhật toàn diện,,,updateVersionPopup.newVersionTitle
版本,,Version,,เวอร์ชั่น,,,,,,,,,Phiên bản,,,updateVersionPopup.newVersionPrefix
發現新版本,,Discover New Version,,พบเวอร์ชันใหม่,,,,,,,,,Phát hiện phiên bản mới,,,updateVersionPopup.foundNewVersion
下載中,,Downloading,,กำลังดาวน์โหลด,,,,,,,,,Đang tải về,,,updateVersionPopup.downloading
立即更新,,Update Now,,อัพเดททันที,,,,,,,,,Lập tức cập nhật,,,updateVersionPopup.updateImmediately
發送驗證碼,,Send Verification Code,,ส่งรหัสยืนยัน,,,,,,,,,Gửi phát mã nghiệm chứng,,,captchaButton.sendPhoneCode
區碼,,Area code,,รหัสพื้นที่,,,,,,,,,Mã khu vực,,,dialCodeContainer.hint
最多可選 {max} 項,,At most {max} items can be selected.,,สูงสุด {max} รายการ,,,,,,,,,Tối đa có thể chọn {max} mục,,,checkboxInputContainer.reachMaxToast
最少需選 {min} 項,,At least {min} items need to be selected.,,ต่ำสุด {min} รายการ,,,,,,,,,Tối thiểu phải chọn {min} mục,,,checkboxInputContainer.reachMinToast
微信或LINE ID欄位須擇一填寫,,You must select either WeChat or LINE ID field to fill in.,,กรอกช่อง Wechat หรือ LINE ID อย่างใดอย่างหนึ่ง,,,,,,,,,Phải chọn một trong hai cột WeChat hoặc LINE ID để điền,,,"errorInputValidator.userLineEmpty,errorInputValidator.userWechatEmpty"
Line Id格式有誤,,Wrong Line ID Format,,รูปแบบไลน์ไอดีไม่ถูกต้อง,,,,,,,,,Định dạng Line Id bị lỗi,,,errorInputValidator.userLineFormat
微信格式有誤,,Wrong WeChat Format,,รูปแบบ WeChat ไม่ถูกต้อง,,,,,,,,,Định dạng WeChat bị lỗi,,,errorInputValidator.userWechatFormat
代號不得為空,,Please enter a ticker symbol.,,ชื่อรหัสไม่สามารถเว้นว่างได้,,,,,,,,,Mã số không được để trống,,,errorInputValidator.bankCodeEmpty
代號格式錯誤,,Wrong Symbol Format,,รูปแบบชื่อรหัสไม่ถูกต้อง,,,,,,,,,Định dạng mã số bị lỗi,,,errorInputValidator.bankCodeFormat
帳號不得為空,,Please enter your account number.,,บัญชีไม่สามารถเว้นว่างได้,,,,,,,,,Số tài khoản không được để trống,,,errorInputValidator.bankAccountEmpty
帳號格式有誤,,Wrong Account Number Format,,รูปแบบบัญชีไม่ถูกต้อง,,,,,,,,,Định dạng số tài khoản bị lỗi,,,errorInputValidator.bankAccountFormat
戶名不得為空,,Please enter your account name.,,ผู้ใช้ไม่สามารถเว้นว่างได้,,,,,,,,,Người sử dụng không được để trống,,,errorInputValidator.bankUsernameEmpty
戶名格式有誤,,Wrong Account Name Format,,รูปแบบชื่อผู้ใช้ไม่ถูกต้อง,,,,,,,,,Định dạng người sử dụng bị lỗi,,,errorInputValidator.bankUsernameFormat
Email格式錯誤,,Wrong Email Format,,รูปแบบอีเมลไม่ถูกต้อง,,,,,,,,,Định dạng Email bị lỗi,,,errorInputValidator.emailFormat
Email不得為空,,Please enter your Email.,,อีเมลไม่สามารถเว้นว่างได้,,,,,,,,,Email không được để trống,,,errorInputValidator.emailEmpty
手機號不得為空,,Please enter your mobile number.,,เบอร์มือถือไม่สามารถเว้นว่างได้,,,,,,,,,Số điện thoại di động không được để trống,,,errorInputValidator.phoneEmpty
手機號格式有誤,,Wrong Mobile Number Format,,รูปแบบหมายเลขโทรศัพท์ไม่ถูกต้อง,,,,,,,,,Định dạng số điện thoại di động bị lỗi,,,errorInputValidator.phoneFormat
密碼格式錯誤,,Wrong Password Format,,รูปแบบรหัสผ่านไม่ถูกต้อง,,,,,,,,,Định dạng mật khẩu bị lỗi,,,errorInputValidator.passwordFormat
密碼不得為空,,Please enter your password.,,รหัสผ่านไม่สามารถเว้นว่างได้,,,,,,,,,Mật khẩu không được để trống,,,errorInputValidator.passwordEmpty
驗證碼格式錯誤,,Wrong Verification Code Format,,รูปแบบรหัสยืนยันไม่ถูกต้อง,,,,,,,,,Định dạng mã nghiệm chứng bị lỗi,,,errorInputValidator.captchaFormat
驗證碼不得為空,,Please enter your verification code.,,รหัสยืนยันไม่สามารถเว้นว่างได้,,,,,,,,,Mã nghiệm chứng không được để trống,,,errorInputValidator.captchaEmpty
推薦碼不得為空,,Please enter your referral code.,,รหัสอ้างอิงไม่สามารถเว้นว่างได้,,,,,,,,,Mã giới thiệu không được để trống,,,errorInputValidator.referralCodeEmpty
推薦碼格式有誤,,Wrong Referral Code Format,,รูปแบบรหัสอ้างอิงไม่ถูกต้อง,,,,,,,,,Định dạng mã giới thiệu bị lỗi,,,errorInputValidator.referralCodeFormat
尚無平倉,,No close position yet,,ไม่มีตำแหน่งปิด,,,,,,,,,Không có vị thế thanh lý,,,agentFundingHistoryClose.emptyTip
尚無開倉,,No open position yet,,ไม่มีตำแหน่งเปิด,,,,,,,,,Không có mất một vị trí,,,agentFundingHistoryOpen.emptyTip
尚無可使用獎勵,,No rewards available yet,,ไม่มีรางวัลที่ใช้ได้,,,,,,,,,Không có thưởng khuyến khích có thể sử dụng,,,awardAvailable.emptyTip
尚無歷史獎勵,,No reward history yet,,ไม่มีรางวัลในประวัติ,,,,,,,,,Không có thưởng khuyến khích lịch sử,,,awardHistory.emptyTip
請輸入PIN碼,,Please enter your PIN.,,กรุณากรอกรหัส PIN,,,,,,,,,Vui lòng nhập mã PIN,,,securityVerifyMessage.pinInputTitle
生物辨識,,Biometric,,ระบบพิสูจน์ตัวตนบุคคล /ไบโอเมตริกซ์,,,,,,,,,Nhận dạng sinh trắc học,,,securityVerifyMessage.biometric
驗證成功,,Verification Successful,,ยืนยันสำเร็จ,,,,,,,,,Nghiệm chứng thành công,,,securityVerifyMessage.biometricValidateSuccess
驗證失敗,,Varification failed,,ยืนยันล้มเหลว,,,,,,,,,Nghiệm chứng không thành công,,,securityVerifyMessage.biometricValidateFail
掃描指紋或臉部進行身份驗證,,Scan your fingerprint or face for ID verification.,,ทำการสแกนลายนิ้วมือหรือใบหน้าของคุณเพื่อยืนยันตัวตน,,,,,,,,,Quét vân tay hoặc mặt để nghiệm chứng danh tính,,,securityVerifyMessage.androidLocalizedReason
掃描指紋進行身份驗證,,Scan your fingerprint for ID verification.,,สแกนลายนิ้วมือเพื่อยืนยันตัวตน,,,,,,,,,Quét vân tay để nghiệm chứng danh tính,,,securityVerifyMessage.iosLocalizedReason
觸摸感應,,Touch sensing,,ระบบสัมผัส,,,,,,,,,Chạm cảm ứng,,,securityVerifyMessage.fingerprintHint
"無法識別指紋, 請在嘗試一次",,The fingerprint cannot be recognized. Please try again.,,ไม่สามารถจดจำลายนิ้วมือได้ กรุณาลองใหม่อีกครั้ง,,,,,,,,,"Không thể nhận dạng vân tay, vui lòng thử lại lần nữa",,,securityVerifyMessage.fingerprintNotRecognized
指紋識別成功,,Fingerprint Recognition Successful,,จดจำลายนิ้วมือสำเร็จ,,,,,,,,,Nhận dạng vân tay thành công,,,securityVerifyMessage.fingerprintSuccess
指紋驗證,,Fingerprint Verification,,การตรวจสอบลายนิ้วมือ,,,,,,,,,Nghiệm chứng vân tay,,,securityVerifyMessage.signInTitle
指紋辨識需求,,Fingerprint Recognition Requirements,,ข้อกำหนดในการจดจำลายนิ้วมือ,,,,,,,,,Nhu cầu nhận dạng vân tay,,,securityVerifyMessage.fingerprintRequiredTitle
去設定,,Set Up Now,,ไปยังตั้งค่า,,,,,,,,,Đi thiết lập,,,securityVerifyMessage.goToSettingsButton
指紋辨識尚未開啓或設定,,Fingerprint recognition is not turned on or set up.,,ไม่ได้เปิดหรือตั้งค่าการจดจำลายนิ้วมือ,,,,,,,,,Nhận dạng vân tay chưa mở hoặc chưa thiết lập,,,securityVerifyMessage.goToSettingsDescription
"生物辨識驗證被禁用, 請執行鎖定以及解鎖螢幕後以重新啓用",,Biometric verification is disabled. Please perform locking and unlocking the screen to restart.,,การตรวจสอบไบโอเมตริกซ์ถูกปิดใช้งาน โปรดล็อกและปลดล็อกหน้าจอเพื่อเปิดใช้งานอีกครั้ง,,,,,,,,,"Nghiệm chứng nhận dạng sinh trắc học bị cấm dùng, vui lòng khóa và mở khóa màn hình, sau đó khởi động lại từ đầu",,,securityVerifyMessage.lockOut
好的,,No problem.,,โอเค,,,,,,,,,Vâng,,,securityVerifyMessage.itsOk
市價成交,,Market Price Closing ,,ราคาตลาดปิด,,,,,,,,,Giao dịch giá thị trường thành công,,,orderTransactionType.market
指價成交,,Index Price Closing ,,ราคาดัชนีปิด,,,,,,,,,Giao dịch giá chỉ định thành công,,,orderTransactionType.trust
止盈成交,,Take Profit Closing,,Take Profit ปิด,,,,,,,,,Giao dịch chốt lãi thành công,,,orderTransactionType.stopProfit
止損成交,,Stop Loss Closing,,การปิดการหยุดขาดทุน,,,,,,,,,Giao dịch chốt lỗ thành công,,,orderTransactionType.stopLoss
時間強平,,Time Forced Liquidation,,เวลาบังคับชำระบัญชี,,,,,,,,,Cưỡng chế thanh lý theo thời gian,,,orderTransactionType.timeout
資金強平,,Funds Forced Liquidation,,กองทุนบังคับการชำระบัญชี,,,,,,,,,Cưỡng chế thanh lý theo số vốn,,,orderTransactionType.fundingLimit
雲端跟單,,Cloud Order-handling Closing,,การปิดการจัดการคำสั่งซื้อบนคลาวด์,,,,,,,,,Theo Đơn từ Đám Mây,,,orderTransactionType.followCloud
套利指標1分鐘,,Arbitrage Indicator 1 Minute,,Arbitrage Indicator 1 นาที,,,,,,,,,Chỉ tiêu ứng dụng lãi 1 phút,,,orderTransactionType.arbitrage1
套利指標3分鐘,,Arbitrage Indicator 3 Minutes,,Arbitrage Indicator 3 นาที,,,,,,,,,Chỉ tiêu ứng dụng lãi 3 phút,,,orderTransactionType.arbitrage3
套利指標5分鐘,,Arbitrage Indicator 5 Minutes,,Arbitrage Indicator 5 นาที,,,,,,,,,Chỉ tiêu ứng dụng lãi 5 phút,,,orderTransactionType.arbitrage5
實時平均策略,,Real-time Averaging Strategy,,กลยุทธ์การเฉลี่ยตามเวลาจริง,,,,,,,,,Sách lược thời gian thực bình quân,,,orderTransactionType.realTimeAverage
跟單成交,,Walkthrough Order Closing,,การปิดคำสั่งซื้อ,,,,,,,,,Giao dịch theo Đơn thành công,,,orderTransactionType.track
合約強平,,Contract Forced Liquidation,,สัญญาบังคับชำระบัญชี,,,,,,,,,Cưỡng chế thanh lý theo Hợp đồng,,,orderTransactionType.contract
還需等待 {seconds} 秒,,You still need to wait {seconds} seconds.,,กรุณารอ {seconds} วินาที,,,,,,,,,Còn phải chờ {seconds} giây,,,captchaBloc.statusWait
請選擇區碼,,Please select a area code.,,กรุณาเลือกรหัสพื้นที่,,,,,,,,,Vui lòng chọn mã khu vực,,,captchaBloc.selectDialCodeFirst
驗證碼已發送,,A verification code has been sent.,,ส่งรหัสยืนยันแล้ว,,,,,,,,,Đã phát mã nghiệm chứng,,,captchaBloc.captchaSendSuccess
溫馨提醒,,Friendly reminder,,แจ้งเตือน,,,,,,,,,Lời nhắc nhỏ,,,descriptionBevelConfirmPopup.WarmReminder
是否要登出？,,Do you want to log out?,,คุณต้องการที่จะออกจากระบบ?,,,,,,,,,Có đăng xuất không?,,,descriptionBevelConfirmPopup.checkLogout
暫無公告,,No announcement for the moment,,ยังไม่มีประกาศ,,,,,,,,,Tạm thời không thông báo,,,announcement.emptyDataTip
新增帳戶設定,,Add Account Settings,,เพิ่มการตั้งค่าบัญชี,,,,,,,,,Thêm thiết lập tài khoản,,,bindPaymentInfo.appBarTitleAdd
編輯帳戶設定,,Edit Account Settings,,แก้ไขการตั้งค่าบัญชี,,,,,,,,,Biên tập thiết lập tài khoản,,,bindPaymentInfo.appBarTitleEdit
選擇,,Select,,เลือก,,,,,,,,,Chọn,,,bindPaymentInfo.select
請選擇金流類別,,Please select a payment flow category.,,กรุณาเลือกหมวดกระแสเงินสด,,,,,,,,,Vui lòng chọn loại dòng tiền,,,bindPaymentInfo.categorySelectHint
帳號,,Account Number,,หมายเลขบัญชี,,,,,,,,,Số tài khoản,,,bindPaymentInfo.account
其他欄位,,Other Fields,,ช่องอื่นๆ,,,,,,,,,Cột khác,,,bindPaymentInfo.otherFields
請輸入帳號,,Please enter your account number.,,โปรดป้อนหมายเลขบัญชีของคุณ,,,,,,,,,Vui lòng nhập số tài khoản,,,bindPaymentInfo.accountHint
請輸入,,Please enter.,,โปรดป้อน,,,,,,,,,Vui lòng nhập,,,bindPaymentInfo.inputHint
審核圖片等,,"Pictures Review, etc.",,ตรวจสอบรูปภาพ ฯลฯ,,,,,,,,,Hình ảnh thẩm hạch,,,bindPaymentInfo.auditTitle
請提供包含戶名為您本人的存摺封面或銀行卡照片。,,Please provide a photo of the cover of your passbook or bank card with your account name.,,โปรดแนบรูปถ่ายปกสมุดบัญชีเงินฝากหรือบัตรธนาคารพร้อมชื่อบัญชี,,,,,,,,,Vui lòng cung cấp tên tài khoản là bìa sổ tiết kiệm hoặc ảnh thẻ ngân hàng của bạn.,,,bindPaymentInfo.auditDescription
點擊上傳,,Click and Upload,,คลิกเพื่ออัปโหลด,,,,,,,,,Nhấp để tải lên,,,bindPaymentInfo.upload
送出等待審核,,Sent out for Review,,ส่งเพื่อตรวจสอบ,,,,,,,,,Gửi đi chờ thẩm hạch,,,bindPaymentInfo.sendWaitingAuditButton
已提交審核,,Submitted for review,,ยื่นคำขอแล้ว,,,,,,,,,Đã gửi thẩm hạch,,,bindPaymentInfo.bindSuccess
已重新提交審核,,Resubmitted for review,,ส่งเพื่อตรวจสอบอีกครั้ง,,,,,,,,,Đã gửi lại thẩm hạch,,,bindPaymentInfo.updateSuccess
不得為空,,An answer must be entered.,,ไม่สามารถเว้นว่างได้,,,,,,,,,Không được để trống,,,bindPaymentInfo.errorEmptyInput
帳戶餘額,,Account Balance,,ยอดเงินในบัญชี,,,,,,,,,Số dư tài khoản,,,withdrawThirdParty.accountBalance
請輸入額度,,Please enter the quota.,,กรุณาใส่วงเงิน,,,,,,,,,Vui lòng nhập hạn ngạch,,,withdrawThirdParty.enterAmount
出金金額最低額度：USD,,Minimum withdrawal amount: USD,,จำนวนถอนขั้นต่ำ: USD,,,,,,,,,Hạn ngạch thấp nhất số tiền xuất: USD,,,withdrawThirdParty.minLimitTip
最高單筆出金金額：USD,,Maximum single withdrawal amount: USD,,จำนวนการถอนครั้งเดียวสูงสุด: USD,,,,,,,,,Số tiền xuất một lần tối đa: USD,,,withdrawThirdParty.maxLimitTip
需支付手續費金額：USD,,Transaction fee to be paid: USD,,ค่าธรรมเนียมการที่ต้องชำระ: USD,,,,,,,,,Số tiền phí thực hiện cần thanh toán: USD,,,"withdrawThirdParty.feeTip,depositThirdParty.feeTip"
說明,,Description,,คำอธิบาย,,,,,,,,,Giải thích,,,"withdrawThirdParty.description,depositThirdParty.description"
手續費收取規則,,Transaction Fee Rules,,กฎค่าธรรมเนียม,,,,,,,,,Quy tắc thu phí thực hiện,,,withdrawThirdParty.feeCollectionRulesPopup.title
提取金額,,Withdraw Amount,,จำนวนเงินที่ถอน,,,,,,,,,Số tiền lĩnh,,,withdrawThirdParty.feeCollectionRulesPopup.withdrawalAmount
關閉,,Closed,,ปิด,,,,,,,,,Đóng,,,"withdrawThirdParty.feeCollectionRulesPopup.close,accountBlockPopup.closeButton,otherDevicesLoginPopup.closeButton"
24小時免費出金次數,,Free Withdrawal times within 24 Hours,,จำนวนครั้งที่สามารถถอนเงินฟรีภายใน 24 ชั่วโมง,,,,,,,,,Số lần xuất tiền miễn phí 24 giờ,,,withdrawThirdParty.dailyFreeFeeTimes
24小時可出金次數,,Withdrawal times within 24 Hours,,จำนวนครั้งที่สามารถถอนเงินภายใน 24 ชั่วโมง,,,,,,,,,Số lần có thể xuất tiền 24 giờ,,,withdrawThirdParty.dailyWithdrawTimes
請選擇出金帳戶,,Please select a withdrawal account.,,โปรดเลือกบัญชีถอนเงิน,,,,,,,,,Vui lòng chọn tài khoản xuất tiền,,,withdrawAccount.appBarTitle
出金帳戶,,Withdrawal Account,,บัญชีถอนเงิน,,,,,,,,,Tài khoản xuất tiền,,,withdrawAccount.listTitle
出金金額區間{start}-{end},,Withdrawal Amount Range {start}-{end},,ช่วงจำนวนเงินถอน {start}-{end},,,,,,,,,Khoảng cách số tiền xuất {start}-{end},,,withdrawAccount.amountRange
帳戶狀態,,Account Status,,สถานะบัญชี,,,,,,,,,Trạng thái tài khoản,,,withdrawAccount.accountStatus
請選擇入金方法,,Please select a deposit method.,,กรุณาเลือกวิธีการฝากเงิน,,,,,,,,,Vui lòng chọn phương pháp nhập tiền,,,depositCategory.appBarTitle
"目前暫時無法提供任何入金方式
請稍後再試",,No deposit methods can currently be provided. Please try again later.,,"ไม่สามารถระบุวิธีการฝากเงินได้ในขณะนี้ 
 โปรดลองอีกครั้งในภายหลัง",,,,,,,,,"Hiện tại tạm thời không thể cung cấp bất kỳ phương thức nhập tiền nào
 Vui lòng thử lại sau",,,depositCategory.empty
聯絡客服,,Contact Customer Support,,ติดต่อฝ่ายบริการลูกค้า,,,,,,,,,Liên lạc Dịch vụ Khách hàng,,,depositCategory.customerService
請選擇入金方式,,Please select a deposit method.,,กรุณาเลือกวิธีการฝากเงิน,,,,,,,,,Vui lòng chọn phương thức nhập tiền,,,depositCategory.depositMethodHint
請選擇入金帳戶,,Please select a deposit account.,,กรุณาเลือกบัญชีเงินฝาก,,,,,,,,,Vui lòng chọn tài khoản nhập tiền,,,depositChannel.appBarTitle
入金帳戶,,Deposit Account,,บัญชีเงินฝาก,,,,,,,,,Tài khoản nhập tiền,,,depositChannel.depositAccount
入金金額區間：,,Deposit amount range:,,ช่วงจำนวนเงินฝาก:,,,,,,,,,Khoảng cách số tiền nhập:,,,depositChannel.amountRange
溫馨提示:如遇入金問題，請第一時間聯繫,,"Reminder: If you have any deposit problems, please contact customer support agents as soon as possible.",,คำเตือน: หากคุณมีปัญหาในการฝากเงิน โปรดติดต่อตัวแทนฝ่ายบริการลูกค้าทันที,,,,,,,,,"Gợi ý nhỏ: Nếu có vấn đề về nhập tiền, vui lòng liên lạc ngay",,,depositThirdParty.tip1
