zh_TW,zh-CN,en-En,en手動調整,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
確認變更,确认变更,The change has been confirmed.,,การเปลี่ยนแปลงได้รับการยืนยันแล้ว,,4,変更を確認します,,4,변경 사항을 확인하십시오,,5,Xác nhận thay đổi,,9,changePassword.modifyButton
"密碼變更成功, 請重新登入","密码变更成功, 请重新登入",The password was changed successfully. Please log in again.,,เปลี่ยนรหัสผ่านสำเร็จ กรุณาเข้าสู่ระบบใหม่อีกครั้ง,,12,,,11,,,15,"Thay đổi mật khẩu thành công, vui lòng đăng nhập lại",,24,changePassword.changeSuccessToast
驗證電話,验证电话,Verify Phone Number,,ยืนยันหมายเลขโทรศัพท์,,4,確認電話,,4,확인 전화,,5,Nghiệm chứng điện thoại,,9,phoneBind.appBarTitle
已成功綁定電話,已成功绑定电话,Phone number bound successfully,,ผูกหมายเลขโทรศัพท์เรียบร้อยแล้ว,,8,電話を正常にバインドします,,7,전화를 성공적으로 바인딩합니다,,9,Đã ràng buộc điện thoại thành công,,15,phoneBind.bindSuccess
登入成功,登入成功,Logged in successfully,,ล็อกอินสำเร็จ,,4,サインインサインインしてください,,4,서명으로 로그인하십시오,,5,Đăng nhập thành công,,9,login.loginSuccess
立刻註冊,立刻注册,Register Now,,สมัครตอนนี้,,4,すぐに登録してください,,4,즉시 등록하십시오,,5,Lập tức đăng ký,,9,login.registerNowButton
忘記密碼？,忘记密码？,Forgot your password?,,ลืมรหัสผ่านหรือไม่?,,5,パスワードを忘れますか？,,5,비밀번호 분실?,,7,Quên mật khẩu?,,11,login.forgetPasswordButton
手機登入,手机登入,Mobile login,,เข้าสู่ระบบมือถือ／ ล็อกอินมือถือ,,4,,,4,,,5,Đăng nhập điện thoại di động,,9,login.phoneLogin
信箱登入,信箱登入,Email login,,เข้าสู่ระบบอีเมล์／ ล็อกอินอีเมล์,,4,,,4,,,5,Đăng nhập Email,,9,login.emailLogin
將會需要 1-5 個工作天，確認驗證完畢，您就可以入金，享受交易了,将会需要 1-5 个工作天，确认验证完毕，您就可以入金，享受交易了,"It will take 1-5 working days. After the verification is completed, you can deposit funds and enjoy the transaction.",,จะใช้เวลา 1-5 วันทำการ หลังจากการตรวจสอบเสร็จสิ้น คุณจะสามารถฝากเงินและเพลิดเพลินกับการทำธุรกรรมได้,,36,1〜5営業日が必要になります。検証を確認した後、ゴールドに入って取引を楽しむことができます,,31,1-5 일이 필요합니다. 검증 확인 후 금에 들어가서 거래를 즐길 수 있습니다.,,43,"Sẽ cần 1-5 ngày làm việc, xác nhận hoàn thành nghiệm chứng, bạn có thể nhập tiền, hưởng thụ giao dịch",,69,identifyVerificationResult.content
回首頁,回首页,Return to Homepage,,กลับสู่หน้าแรก,,3,ホームページに戻ります,,3,홈페이지로 돌아갑니다,,4,Trở về trang chủ,,6,identifyVerificationResult.backToHome
身份證明文件,身份证明文件,Identity Document,,เอกสารแสดงตัวตน,,7,身分証明書,,6,신원 문서,,8,Giấy tờ CMT,,13,fileVerify.idCardTitle
缺少身分證正面,缺少身分证正面,Lack of the front of your ID card,,ไม่มีด้านหน้าของบัตรประจำตัวประชาชน,,8,ポジティブなIDカードの不足,,7,긍정적 인 ID 카드 부족,,9,Thiếu mặt trước CMT,,15,fileVerify.errorIdForwardEmpty
缺少身分證反面,缺少身分证反面,Lack of the reverse side of your ID card,,ไม่มีด้านหลังของบัตรประจำตัวประชาชน,,8,IDカードの不足,,7,ID 카드 부족,,9,Thiếu mặt sau CMT,,15,fileVerify.errorIdBackwardEmpty
請上傳護照,请上传护照,Please upload your passport.,,กรุณาอัพโหลดหนังสือเดินทางของคุณ,,5,パスポートをアップロードしてください,,5,여권을 업로드하십시오,,7,Vui lòng tải lên hộ chiếu,,11,fileVerify.errorPassportEmpty
缺少駕照正面,缺少驾照正面,Lack of the front of your driver's license,,ขาดด้านหน้าของใบขับขี่,,7,運転免許証の前面の欠如,,6,운전 면허증의 전면 부족,,8,Thiếu mặt trước Giấy phép lái xe,,13,fileVerify.errorDrivingLicenseForwardEmpty
缺少駕照反面,缺少驾照反面,Lack of the reverse side of your driver's license,,ขาดด้านหลังของใบขับขี่,,7,運転免許証の欠如の逆,,6,운전 면허증 반대 부족,,8,Thiếu mặt sau Giấy phép lái xe,,13,fileVerify.errorDrivingLicenseBackwardEmpty
請上傳戶口名簿/居留證,请上传户口名簿/居留证,Please upload your household certificate/residence certificate.,,โปรดอัปโหลดทะเบียนบ้าน/ บัตรประจำตัวผู้พำนัก,,12,家庭用口の本/居住証明書をアップロードしてください,,11,가정용 구강 책/거주 증명서를 업로드하십시오,,15,Vui lòng tải lên Sổ hộ khẩu / Thẻ cư trú,,24,fileVerify.errorAccountBookOrResidentPermitEmpty
"下一步, 身分驗證","下一步, 身分验证",Next step: Identity Verification,,ขั้นตอนถัดไป: การยืนยันตัวตน,,8,次に、ID検証,,7,"다음으로, 신원 확인",,9,"Bước tiếp theo, nghiệm chứng danh tính",,15,fileVerify.nextStepIdCard
點擊上傳或拍攝身份證明文件正面,点击上传或拍摄身份证明文件正面,Click to upload or take a photo of the front of your identity document.,,คลิกเพื่ออัพโหลดหรือถ่ายรูปด้านหน้าบัตรประจำตัวประชาชน,,17,クリックして識別ドキュメントの前面をアップロードまたは撮影します,,15,식별 문서의 전면을 업로드하거나 촬영하려면 클릭하십시오.,,21,Nhập tải lên hoặc chụp mặt trước CMT,,33,fileVerify.tapUploadIdCardForward
點擊上傳或拍攝身份證明文件反面,点击上传或拍摄身份证明文件反面,Click to upload or take a photo of the reverse side of your identity document.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปด้านหลังบัตรประจำตัวประชาชน,,17,クリックしてアイデンティティドキュメントを逆にアップロードまたは撮影します,,15,클릭하여 Identity Document Reverse를 업로드하거나 촬영하십시오,,21,Nhập tải lên hoặc chụp mặt sau CMT,,33,fileVerify.tapUploadIdCardBackward
點擊上傳或拍攝護照,点击上传或拍摄护照,Click to upload or take a photo of your passport.,,คลิกเพื่ออัพโหลดหรือถ่ายรูปหนังสือเดินทาง,,10,クリックしてアップロードするか、パスポートを取得します,,9,클릭하여 여권을 업로드하거나 가져갑니다,,12,Nhập tải lên hoặc chụp hộ chiếu,,20,fileVerify.tapUploadPassport
點擊上傳或拍攝駕照正面,点击上传或拍摄驾照正面,Click to upload or take a photo of the front of your driver's license.,,คลิกเพื่ออัพโหลดหรือถ่ายรูปด้านหน้าใบขับขี่,,12,クリックしてアップロードするか、運転免許証の前面を取得します,,11,업로드하거나 운전 면허증의 전면을 클릭하십시오.,,15,Nhập tải lên hoặc chụp mặt trước Giấy phép lái xe,,24,fileVerify.tapUploadDrivingLicenseForward
點擊上傳或拍攝駕照反面,点击上传或拍摄驾照反面,Click to upload or take the reverse side of your driver's license.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปด้านหลังใบขับขี่,,12,クリックして、運転免許証の反対側をアップロードまたは撮影します,,11,운전 면허증의 반대쪽을 업로드하거나 촬영하려면 클릭하십시오.,,15,Nhập tải lên hoặc chụp mặt sau Giấy phép lái xe,,24,fileVerify.tapUploadDrivingLicenseBackward
點擊上傳或拍攝戶口名簿/居留證,点击上传或拍摄户口名簿/居留证,Click to upload or take a photo of your household certificate/residence certificate.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปทะเบียนบ้าน/ บัตรประจำตัวผู้พำนัก,,17,クリックしてアカウントブック/居住証明書をアップロードまたは撮影する,,15,계정 책/거주 인증서를 업로드하거나 촬영하려면 클릭하십시오.,,21,Nhập tải lên hoặc chụp mặt Sổ hộ khẩu / Thẻ cư trú,,33,fileVerify.tapUploadAccountBookOrResidentPermit
步驟2 - 文件驗證(2/4),步骤2 - 文件验证(2/4),Step 2-Document Verification (2/4),,ขั้นตอนที่ 2- การตรวจสอบเอกสาร (2/4),,15,ステップ2-ファイル検証（2/4）,,13,2 단계 -파일 확인 (2/4),,18,Bước 2 – Nghiệm chứng giấy tờ (2/4),,29,fileVerify.stepHeaderTitle
共1題,共1题,1 question in total,,ทั้งหมด 1 คำถาม,,3,1つの質問,,3,1 질문,,4,Tổng 1 đề,,6,"fileVerify.stepHeaderSubtitle,handIdCardVerify.stepHeaderSubtitle,proveIdVerify.stepHeaderSubtitle"
請確保文件內容顯示您的全名、出生日期、證件開立日期,请确保文件内容显示您的全名丶出生日期丶证件开立日期,"Please make sure that your full name, birth date, and ID issuance date are shown in the document.",,โปรดตรวจสอบให้แน่ใจว่าในเอกสารมีข้อมูลดังต่อไปนี้ ชื่อนามสกุล วันเกิด และวันที่ออกบัตรประจำตัวประชน,,29,ファイルのコンテンツにフルネーム、生年月日、および文書の開設日が表示されていることを確認してください,,25,"파일 콘텐츠에 이름, 생년월일 및 문서 개방일이 표시되는지 확인하십시오.",,35,"Vui lòng đảm bảo nội dung văn bản hiển thị họ tên, ngày sinh, ngày cấp giấy tờ của bạn",,56,fileVerify.contentTip
合格文件,合格文件,Qualified document,,ตัวอย่างเอกสารที่ได้มาตราฐาน,,4,資格のあるファイル,,4,자격을 갖춘 파일,,5,Giấy tờ hợp lệ,,9,fileVerify.qualifiedFile
"照片清晰
解析度高
證件四角皆有入鏡","照片清晰
解析度高
证件四角皆有入镜","Clear photos 
High resolution 
The four corners of the ID card are shown in the photo.",,"ภาพคมชัด
 ความละเอียดสูง
 มีมุมบัตรประชาชนทั้ง 4 มุม",,18,"クリア写真
高解像度
ドキュメントの四隅に鏡があります",,16,"명확한 사진
높은 해상도
문서의 네 구석에 거울이 있습니다.",,22,"Ảnh chụp rõ nét
 Độ phẩn giải cao
 4 góc giấy chứng minh đều trong ống kính",,36,fileVerify.qualifiedFileTip
不合格文件,不合格文件,Unqualified document,,ตัวอย่างเอกสารที่ไม่ได้มาตราฐาน,,5,資格のないファイル,,5,자격이없는 파일,,7,Giấy tờ không hợp lệ,,11,fileVerify.failedFile
"照片模糊、反光
解析度過低
證件四角被裁切","照片模糊丶反光
解析度过低
证件四角被裁切","Blurred and reflective photo 
Low Resolution 
The four corners of the ID document are cut.",,"ภาพเบลอสะท้อนแสง
 ความละเอียดต่ำเกินไป
 มุมทั้งสี่ของเอกสารถูกตัดออก",,22,"あいまいな写真、反射
過度の分析
証明書の四隅が切断されます",,19,"모호한 사진, 반사
과도한 분석
인증서의 네 모서리가 잘립니다",,26,"Ảnh chụp mờ, phản quang
 Độ phân giải quá thấp
 4 góc giấy chứng minh bị cắt ngang",,42,fileVerify.failedFileTip
身分證,身分证,ID card,,บัตรประจำตัวประชาชน,,3,,,3,,,4,CMT,,6,fileVerify.identityCard
護照,护照,Passport,,หนังสือเดินทาง,,2,,,2,,,2,Hộ chiếu,,4,fileVerify.passport
駕照,驾照,Driver's license,,ใบขับขี่,,2,,,2,,,2,Giấy phép lái xe,,4,fileVerify.drivingLicense
戶口名簿 / 居留證,户口名簿 / 居留证,Household certificate/Residence certificate,,ทะเบียนบ้าน/บัตรประจำตัวผู้พำนัก（Resident Card）,,9,,,8,,,11,Sổ hộ khẩu / Thẻ cư trú,,18,fileVerify.accountBookOrResidentPermit
請輸入證件號碼,请输入证件号码,Please enter the ID number,,,,8,,,7,,,9,,,15,fileVerify.errorIdNumberEmpty
請輸入您的證件號碼,请输入您的证件号码,Please enter your ID number,,,,10,,,9,,,12,,,20,fileVerify.idNumberHint
餘額不足,馀额不足,Insufficient balance,,,,4,,,4,,,5,,,9,"serverApiError.payment1,serverApiError.order2"
金額超出限制,金额超出限制,The amount exceeds the limit,,,,7,,,6,,,8,,,13,serverApiError.payment2
每日出金次數已達上限,每日出金次数已达上限,The maximum number of daily withdrawals has been reached,,,,11,,,10,,,14,,,22,serverApiError.payment3
"當前已有出金訂單審核中, 請勿重複出金","当前已有出金订单审核中, 请勿重复出金","There is a withdrawal order review, please do not repeat the withdrawal",,,,20,,,17,,,23,,,38,serverApiError.payment4
當前非出金時段,当前非出金时段,Not in withdrawal hours,,,,8,,,7,,,9,,,15,serverApiError.payment5
驗證碼錯誤,验证码错误,Verification code error,,,,5,,,5,,,7,,,11,serverApiError.account1
"資料已綁定, 請勿重複綁定","资料已绑定, 请勿重复绑定","The information has been bound, please do not bind it again",,,,12,,,11,,,15,,,24,serverApiError.account2
"實名認證資料已綁定, 請勿重複綁定","实名认证资料已绑定, 请勿重复绑定","The real-name authentication information has already been bound, please do not bind it again",,,,17,,,15,,,21,,,33,serverApiError.account3
"無法註冊, 請聯繫客服","无法注册, 请联系客服","Unable to register, please contact customer service",,,,10,,,9,,,12,,,20,serverApiError.account4
請先綁定手機號,请先绑定手机号,Please connect your phone first,,,,8,,,7,,,9,,,15,serverApiError.account5
查無此產品,查无此产品,No product found,,,,5,,,5,,,7,,,11,serverApiError.order1
查無持倉,查无持仓,No open positions yet.,,,,4,,,4,,,5,,,9,serverApiError.order3
"綁定失敗, 已綁定過的資料","绑定失败, 已绑定过的资料","Binding failed, already bound data",,,,12,,,11,,,15,,,24,serverApiError.account6
帳密錯誤,帐密错误,Account password error,,,,4,,,4,,,5,,,9,serverApiError.http400
保證金比例過低提示! ({percent}%),保证金比例过低提示! ({percent}%),Reminder of margin ratio too low! ({percent}%),,เตือน! อัตราส่วนมาร์จิ้นต่ำเกินไป! ({percent}%),,15 + ?,マージンが低すぎるためのヒント！（{percent}％）,,13 + ?,너무 낮은 마진에 대한 팁! ({percent}%),,18 + ?,Gợi ý tỷ lệ tiền bảo lãnh quá thấp! ({percent}%),,29 + ?,marginLevelWarningBar.tip
請先上傳手持證件照,请先上传手持证件照,Please upload a photo of your hand-holding the ID card.,,กรุณาอัพโหลดรูปถ่ายหนังสือเดินทางของคุณก่อน,,10,手を添えたカードをアップロードしてください,,9,손 -헬드 카드를 업로드하십시오,,12,Vui lòng tải lên ảnh chứng minh thư cầm tay,,20,handIdCardVerify.errorPictureEmpty
完成身份證明上傳,完成身份证明上传,Uploading the identity documents is completed.,,ทำการอัพโหลดบัตรประจำตัวประชาชนให้เสร็จสิ้น,,9,完全な身元証明書のアップロード,,8,완전한 신분증 인증서 업로드,,11,Hoàn thành tải lên giấy tờ chứng minh,,18,handIdCardVerify.completeButton
"點擊上傳或拍攝
手持身分證或護照的自拍照","点击上传或拍摄
手持身分证或护照的自拍照",Click to upload or take a selfie of hand-holding your ID Card or Passport,,"คลิกเพื่ออัปโหลดหรือถ่ายรูป
 บัตรประจำตัวประชาชนหรือหนังสือเดินทาง",,22,"クリックしてアップロードまたは撮影します
IDカードまたはパスポートを保持するセルフィー",,19,"업로드하거나 촬영하려면 클릭하십시오
신분증 또는 여권을 보유하는 셀카",,26,"Nhấp tải lên hoặc chụp hình
 CMT cầm tay hoặc ảnh tự chụp hộ chiếu",,42,handIdCardVerify.tapUpload
"手持證件照自拍上傳時,須符合以下條件","手持证件照自拍上传时,须符合以下条件",The following conditions must be met when uploading a selfie of hand-holding your ID card.,,เมื่ออัปโหลดรูปถ่ายบัตรประชาชนต้องเป็นไปตามเงื่อนไขต่อไปนี้,,20,ハンドヘルド証明書がアップロードされるとき、次の条件を満たす必要があります,,17,핸드 헬드 인증서가 업로드되면 다음 조건을 충족해야합니다.,,23,"Khi tải lên ảnh tự chụp giấy tờ cầm tay, phải phù hợp các điều kiện sau",,38,handIdCardVerify.pictureTipTitle
請保留頭頂至下巴完整輪廓,请保留头顶至下巴完整轮廓,Please show the complete outline from the top of your head to your chin.,,โปรดแสดงโครงหน้าที่สมบูรณ์ตั้งแต่หัวจรดคาง,,14,頭の完全な輪郭を下のあごまで保管してください,,12,머리의 전체 개요를 하단 턱으로 유지하십시오.,,16,Vui lòng giữ nguyên từ đỉnh đầu đến cằm,,27,handIdCardVerify.pictureTipContent1
身份證置於臉旁勿遮住臉部,身份证置于脸旁勿遮住脸部,Place your ID card next to your face and do not cover your face.,,วางบัตรประชาชนไว้ใกล้ใบหน้าและอย่าปิดบังใบหน้า,,14,顔を顔で覆わないでください,,12,얼굴로 얼굴을 덮지 마십시오,,16,Không được che khuất phần mặt trên CMT,,27,handIdCardVerify.pictureTipContent2
手指請勿遮住證件文字,手指请勿遮住证件文字,Do not cover the text on the ID card with your fingers.,,อย่าเอานิ้วปิดข้อความบนบัตรประชาชน,,11,指のテキストをカバーしないでください,,10,손가락의 텍스트를 덮지 마십시오,,14,Không được để ngón tay che khuất chữ trên CMT,,22,handIdCardVerify.pictureTipContent3
步驟4 - 證明身份(4/4),步骤4 - 证明身份(4/4),Step 4-Identity Proofing (4/4),,ขั้นตอนที่ 4- การพิสูจน์ตัวตน (4/4),,15,ステップ4 -Prove ID（4/4）,,13,4 단계 -정체성 (4/4),,18,Bước 4 – Chứng minh danh tính (4/4),,29,handIdCardVerify.stepHeaderTitle
請先上傳信件照片,请先上传信件照片,Please upload photos of your letters.,,กรุณาอัพโหลดรูปถ่ายจดหมายของคุณ,,9,最初にメッセージ写真をアップロードしてください,,8,먼저 메시지 사진을 업로드하십시오,,11,Vui lòng tải lên ảnh thư,,18,proveIdVerify.errorLetterEmpty
請先上傳帳單照片,请先上传帐单照片,Please upload photos of your bills.,,กรุณาอัพโหลดรูปถ่ายใบเรียกเก็บเงินของคุณ,,9,最初にアカウントの写真をアップロードしてください,,8,먼저 계정 사진을 업로드하십시오,,11,Vui lòng tải lên ảnh hóa đơn,,18,proveIdVerify.errorBillEmpty
信件,信件,Letter,,จดหมาย,,2,手紙,,2,편지,,2,Thư,,4,proveIdVerify.letterTypeTitle
帳單,帐单,Bill,,ใบเรียกเก็บเงิน,,2,明細書,,2,계산서,,2,Hóa đơn,,4,proveIdVerify.billTypeTitle
證明身份,证明身份,Identity Proofing,,พิสูจน์ตัวตน,,4,証拠,,4,증거,,5,Chứng minh danh tính,,9,proveIdVerify.typeSelectTitle
點擊上傳或拍攝信件,点击上传或拍摄信件,Click to upload or take a photo of your letter.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปจดหมายของคุณ,,10,クリックして文字をアップロードまたは撮影します,,9,문자를 업로드하거나 촬영하려면 클릭하십시오,,12,Nhấp tải lên hoặc chụp thư,,20,proveIdVerify.uploadLetterTitle
點擊上傳或拍攝帳單,点击上传或拍摄帐单,Click to upload or take a photo of your bill.,,คลิกเพื่ออัปโหลดหรือถ่ายรูปใบเรียกเก็บเงินของคุณ,,10,クリックして請求書をアップロードまたは撮影します,,9,청구서를 업로드하거나 촬영하려면 클릭하십시오,,12,Nhấp tải lên hoặc chụp hóa đơn,,20,proveIdVerify.uploadBillTitle
步驟3 - 證明身份(3/4),步骤3 - 证明身份(3/4),Step 3-Identity Proofing (3/4),,ขั้นตอนที่ 3- การพิสูจน์ตัวตน (3/4),,15,ステップ3-アイデンティティ（3/4）プローブ,,13,3 단계 -정체성 (3/4),,18,Bước 3 – Chưng minh danh tính (3/4),,29,proveIdVerify.stepHeaderTitle
"下一步, 證明身份","下一步, 证明身份",Next step: Identity Proofing,,ขั้นตอนถัดไป: การยืนยันตัวตน,,8,,,7,,,9,"Bước tiếp theo, chứng minh danh tính",,15,proveIdVerify.nextStepProve
重新上傳,重新上传,Re-upload,,อัพโหลดใหม่,,4,再アップロード,,4,재 포장,,5,Tải lên lại,,9,imagePicker.reUpload
加入照片,加入照片,Add Photos,,เพิ่มรูปภาพ,,4,写真を追加します,,4,사진 추가,,5,Thêm ảnh,,9,imagePicker.sheet.title
拍照,拍照,Take photos,,ถ่ายภาพ,,2,写真,,2,사진,,2,Chụp ảnh,,4,imagePicker.sheet.camera
從相簿中選取,从相簿中选取,Select from photo album,,เลือกจากอัลบั้มรูป,,7,アルバムから選択します,,6,앨범에서 선택하십시오,,8,Chọn từ trong bộ ảnh,,13,imagePicker.sheet.gallery
去入金,去入金,Deposit Now,,ไปฝากเงิน,,3,金に行きます,,3,금으로 가십시오,,4,Đi nhập tiền,,6,futuresMarket.toDeposit
身份驗證,身份验证,Identity Verification,,การยืนยันตัวตน,,4,認証,,4,입증,,5,Nghiệm chứng danh tính,,9,identifyVerification.appBarTitle
上傳送審資料成功,上传送审资料成功,Documents for Review Uploaded and Submitted Successfully,,อัปโหลดและส่งเอกสารเรียบร้อยแล้ว,,9,成功,,8,성공,,11,Tải lên thông tin gửi đi thẩm hạch thành công,,18,identifyVerification.uploadSuccess
(已讀),(已读),(Read),,(อ่านแล้ว),,4,（読んだ）,,4,(읽었다),,5,(Đã đọc),,9,messageNotify.haveRead
輸入搜索條件,输入搜索条件,Enter search criteria,,ป้อนเกณฑ์การค้นหา,,7,検索条件を入力します,,6,검색 조건을 입력하십시오,,8,Nhập điều kiện tìm kiém,,13,qaSearch.searchHint
搜索結果,搜索结果,Search Results,,ผลการค้นหา,,4,の検索結果,,4,검색 결과,,5,Kết quả tìm kiếm,,9,qaSearch.searchResult
請輸入搜索條件,请输入搜索条件,Please enter search criteria.,,โปรดป้อนเกณฑ์การค้นหา,,8,検索条件を入力してください,,7,검색 조건을 입력하십시오,,9,Vui lòng nhập điều kiện tìm kiếm,,15,qaSearch.searchTextEmptyTip
無匹配資料,无匹配资料,No information in search results,,,,5,情報なしで検索します,,5,정보없이 검색하십시오,,7,,,11,qaSearch.searchResultEmptyTip
用戶協議,用户协议,User Agreement,,ข้อตกลงการใช้,,4,ユーザー規約,,4,사용자 계약,,5,Thỏa thuận người sử dụng,,9,userProtocol.appBarTitle
今日不再通知,今日不再通知,No more notifications today,,ไม่มีการแจ้งเตือนอีกนับต่อจากนี้,,7,今日はもう気づかない,,6,오늘은 더 이상 통지가 없습니다,,8,Hôm nay không thông báo thêm,,13,marginLevelWarningPopup.todayNoNotify
保證金比例,保证金比例,Margin ratio,,อัตราส่วนมาร์จิ้น,,5,マージン比,,5,여백 비율,,7,Tỷ lệ tiền bảo lãnh,,11,marginLevelWarningPopup.marginLevel
保證金比例風險過高,保证金比例风险过高,Margin ratio at high risk,,อัตรามาร์จิ้นที่มีความเสี่ยงสูง,,10,マージン比のリスクが高すぎます,,9,마진 비율의 위험이 너무 높습니다,,12,Rủi ro tỷ lệ tiền bảo lãnh quá cao,,20,marginLevelWarningPopup.warningReason
暫不更新,暂不更新,Not updated for the moment,,ยังไม่อัพเดท,,4,更新なし,,4,업데이트가 없습니다,,5,Tạm thời không cập nhật,,9,updateVersionPopup.ignoreThisTime
全面更新,全面更新,Fully Updated,,อัพเดทใหม่,,4,包括的なアップデート,,4,포괄적 인 업데이트,,5,Cập nhật toàn diện,,9,updateVersionPopup.newVersionTitle
版本,版本,Version,,เวอร์ชั่น,,2,バージョン,,2,버전,,2,Phiên bản,,4,updateVersionPopup.newVersionPrefix
發現新版本,发现新版本,Discover New Version,,พบเวอร์ชันใหม่,,5,新しいバージョンを発見します,,5,새로운 버전을 발견하십시오,,7,Phát hiện phiên bản mới,,11,updateVersionPopup.foundNewVersion
下載中,下载中,Downloading,,กำลังดาวน์โหลด,,3,ダウンロード,,3,다운로드,,4,Đang tải về,,6,updateVersionPopup.downloading
立即更新,立即更新,Update Now,,อัพเดททันที,,4,すぐに更新します,,4,즉시 업데이트하십시오,,5,Lập tức cập nhật,,9,updateVersionPopup.updateImmediately
發送驗證碼,发送验证码,Send,,ส่งรหัสยืนยัน,,5,確認コードを送信します,,5,확인 코드를 보냅니다,,7,Gửi phát mã nghiệm chứng,,11,captchaButton.sendPhoneCode
區碼,区码,Area code,,รหัสพื้นที่,,2,ゾーンコード,,2,영역 코드,,2,Mã khu vực,,4,dialCodeContainer.hint
最多可選 {max} 項,最多可选 {max} 项,At most {max} items can be selected.,,สูงสุด {max} รายการ,,5 + ?,ほとんどのオプション{max}アイテム,,5 + ?,대부분의 선택적 {max} 항목,,7 + ?,Tối đa có thể chọn {max} mục,,11 + ?,checkboxInputContainer.reachMaxToast
最少需選 {min} 項,最少需选 {min} 项,At least {min} items need to be selected.,,ต่ำสุด {min} รายการ,,5 + ?,少なくとも{min}アイテムを選択する必要があります,,5 + ?,최소 {min} 항목을 선택해야합니다.,,7 + ?,Tối thiểu phải chọn {min} mục,,11 + ?,checkboxInputContainer.reachMinToast
微信或LINE ID欄位須擇一填寫,微信或LINE ID栏位须择一填写,You must select either WeChat or LINE ID field to fill in.,,กรอกช่อง Wechat หรือ LINE ID อย่างใดอย่างหนึ่ง,,18,WeChatまたはLine IDフィールドに記入する必要があります,,16,WeChat 또는 라인 ID 필드를 채워야합니다,,22,Phải chọn một trong hai cột WeChat hoặc LINE ID để điền,,36,"errorInputValidator.userLineEmpty,errorInputValidator.userWechatEmpty"
Line Id格式有誤,Line Id格式有误,Wrong Line ID Format,,รูปแบบไลน์ไอดีไม่ถูกต้อง,,11,行ID形式が間違っています,,10,라인 ID 형식이 잘못되었습니다,,14,Định dạng Line Id bị lỗi,,22,errorInputValidator.userLineFormat
微信格式有誤,微信格式有误,Wrong WeChat Format,,รูปแบบ WeChat ไม่ถูกต้อง,,7,WeChat形式は間違っています,,6,WeChat 형식이 잘못되었습니다,,8,Định dạng WeChat bị lỗi,,13,errorInputValidator.userWechatFormat
代號不得為空,代号不得为空,Please enter a ticker symbol.,,ชื่อรหัสไม่สามารถเว้นว่างได้,,7,コードが空であってはなりません,,6,코드는 비어 있지 않아야합니다,,8,Mã số không được để trống,,13,errorInputValidator.bankCodeEmpty
代號格式錯誤,代号格式错误,Wrong Symbol Format,,รูปแบบชื่อรหัสไม่ถูกต้อง,,7,コード形式エラー,,6,코드 형식 오류,,8,Định dạng mã số bị lỗi,,13,errorInputValidator.bankCodeFormat
帳號不得為空,帐号不得为空,Please enter your account number.,,บัญชีไม่สามารถเว้นว่างได้,,7,アカウントは空ではありません,,6,계정이 비어 있지 않습니다,,8,Số tài khoản không được để trống,,13,errorInputValidator.bankAccountEmpty
帳號格式有誤,帐号格式有误,Wrong Account Number Format,,รูปแบบบัญชีไม่ถูกต้อง,,7,アカウント形式が間違っています,,6,계정 형식이 잘못되었습니다,,8,Định dạng số tài khoản bị lỗi,,13,errorInputValidator.bankAccountFormat
戶名不得為空,户名不得为空,Please enter your account name.,,ผู้ใช้ไม่สามารถเว้นว่างได้,,7,世帯の名前は空であってはなりません,,6,가정의 이름은 비어 있지 않아야합니다,,8,Người sử dụng không được để trống,,13,errorInputValidator.bankUsernameEmpty
戶名格式有誤,户名格式有误,Wrong Account Name Format,,รูปแบบชื่อผู้ใช้ไม่ถูกต้อง,,7,フォーマット形式,,6,형식 형식,,8,Định dạng người sử dụng bị lỗi,,13,errorInputValidator.bankUsernameFormat
Email格式錯誤,Email格式错误,Wrong Email Format,,รูปแบบอีเมลไม่ถูกต้อง,,10,電子メール形式エラー,,9,이메일 형식 오류,,12,Định dạng Email bị lỗi,,20,errorInputValidator.emailFormat
Email不得為空,Email不得为空,Please enter your Email.,,อีเมลไม่สามารถเว้นว่างได้,,10,電子メールは空であってはなりません,,9,이메일은 비어 있지 않아야합니다,,12,Email không được để trống,,20,errorInputValidator.emailEmpty
手機號不得為空,手机号不得为空,Please enter your mobile number.,,เบอร์มือถือไม่สามารถเว้นว่างได้,,8,携帯電話番号は空ではありません,,7,휴대폰 번호는 비어 있지 않습니다,,9,Số điện thoại di động không được để trống,,15,errorInputValidator.phoneEmpty
手機號格式有誤,手机号格式有误,Wrong Mobile Number Format,,รูปแบบหมายเลขโทรศัพท์ไม่ถูกต้อง,,8,携帯電話番号形式が間違っています,,7,휴대폰 번호 형식이 잘못되었습니다,,9,Định dạng số điện thoại di động bị lỗi,,15,errorInputValidator.phoneFormat
密碼格式錯誤,密码格式错误,Wrong Password Format,,รูปแบบรหัสผ่านไม่ถูกต้อง,,7,パスワード形式エラー,,6,비밀번호 형식 오류,,8,Định dạng mật khẩu bị lỗi,,13,errorInputValidator.passwordFormat
